Rank,BGGid,Name,Price
16521,15483,Middle East Battles: Suez '56,25.6
16522,24820,High Voltage,17.49
16524,6023,Thunder at Luetzen,18.84
16525,313817,Hello Neighbor: The Secret Neighbor Party Game,14.47
16538,332420,NEXUM: Galaxy,31.99
16545,37142,There Must Be a Victory,37.76
16546,153980,Fate of the Norns: Gulveig,5
16549,297734,Ganesha,35.99
16559,5348,"Khe Sanh, 1968",43.17
16563,11413,Squint Junior,11.25
16567,9420,Hear 'N Seek,6.95
16569,151410,Cross Hares: Testing Ground,50.48
16570,76541,NBA All Star: Officially Licensed Board Game,35.1
16580,3355,Junk Yard,15.75
16581,74309,"The South Seas Campaign, 1942-43",58.04
16584,217959,Scrabble: Harry Potter Edition,31.47
16593,113517,Quadefy,26.87
16600,178937,El Capitan,17.6
16602,68606,12 Realms,39.99
16605,12788,Treasure Island,23.45
16608,269913,Cassiopeia,7.03
16610,18563,Scavenger Hunt,13.95
16612,85123,Joan of Arc's Victory 1429 AD,53.99
16615,349161,Captains' War,28.05
16616,209853,Crazier Eights: Camelot,11.95
16624,27949,Sortie,34.95
16627,49435,Penny Arcade: The Card Game,16.25
16635,66457,House of Spirits,5.86
16641,12964,Space Station Assault,3.39
16643,131163,Ghost Hunt,35.2
16646,8008,The Construction Game,24.45
16648,207063,Donkey Derby,29.29
16649,270077,Charmed and Dangerous: The Sisters Grimm – Base Set,29.29
16659,192233,Karibou Camp,18.29
16669,140386,Assassin's Creed: Arena,26.41
16674,173338,Pollen,31.97
16677,150978,Gatenkaas,10.56
16678,257964,Lifestyle,9.33
16679,27061,Mosquito,21.01
16681,304,Evergreen,22
16683,111543,Teneriffa,13.5
16691,168174,On the Hunt for Dinos,9.99
16694,35661,Pick a Paint,6
16696,92879,Clumsy Witch,25
16697,256875,Sonic the Hedgehog: Dice Rush,13.97
16701,184900,Ophiuchus: The Thirteenth Constellation,17.6
16706,131448,Höchste Eisenbahn,6.45
16712,183777,"Wilson's Creek: Opening Round in the West, 10 August 1861",16.14
16719,25004,Valley of the Pharaohs,33.85
16720,275061,Rulebenders,47.99
16726,144865,Sushi Draft,18.66
16727,18945,"Downfall: If the U.S. Invaded Japan, 1945",26.95
16730,8835,Stars and Bars,9.39
16735,114228,Little Circuit,20.48
16742,88704,Oudordodo,9.97
16745,80296,Geistertreppe: Das Kartenspiel,10.96
16748,230915,Batasaurus,10.23
16756,73252,"Marengo: Morning Defeat, Afternoon Victory",36.41
16759,37680,The Heavens of Olympus,41.08
16760,184843,Cultists & Cthulhu,25.06
16768,16500,Highland Clans,24.65
16776,34310,Hannibal's War,21.55
16778,216629,Slap It!,12.99
16781,131126,Pescado,24.18
16782,157364,Feed the Shoggoth!,30.46
16796,10214,The Hundred Years War,33.71
16799,16184,Gracias,11
16803,165796,Assel Schlamassel,12.43
16804,337932,Taco Bell Party Pack Card Game,15.99
16805,137931,Nada!,11.99
16809,169984,Stowaway 52,9.99
16810,244704,Rock the Bock,9.39
16812,219359,Solaris,30.51
16816,3091,The Great Game of Britain,10.2
16817,238912,Dragon Ball Z: Perfect Cell,30.26
16820,18908,Cactus Throne: The Mexican War of 1862-1867,37.76
16822,264282,Red Light: A Star is Porn,21.01
16830,7048,Big Top,15.99
16832,211693,Thug Life the Game,56.47
16833,151947,Trivial Pursuit: Doctor Who,16.14
16834,165044,EverZone: Strategic Battles in the Universe,24.65
16836,8409,Red Baron,6.67
16841,29118,Exalted: War for the Throne,45.95
16847,65488,Make 'n' Break Junior,21.36
16852,100470,Killer Party,14.02
16854,8522,Ninja Burger,3.95
16855,176898,Icarus,27.99
16858,226757,Vault Assault,20.2
16866,5377,Dragon Hunt,5.47
16872,11351,Demyansk Pocket,26.95
16874,229243,ShutterBug,24.99
16885,147445,We Didn't Playtest This Pasted-On Theme at All!,13.58
16887,227837,Atlas: Enchanted Lands,10.97
16888,193628,J'Accuse!,16.82
16889,224656,Quest for the Antidote,43.91
16893,255310,Shit Happens: 50 Shades of Shit,18.78
16903,153077,Kakerlakentanz,11.15
16906,288583,Selfish: Zombie Edition,19.45
16915,194688,Island Hopper,52.74
16917,5837,Steam Tunnel,3.35
16919,312289,Your Friend Is Sad,25.49
16934,22169,Chez Guevara,11.95
16936,184337,Risk: Marvel Cinematic Universe,43.9
16941,113513,Pathagon,19.53
16942,56843,Fish! Fish!! Fish!,29.34
16944,161869,Castle Blast,26.88
16947,221263,Space Invaders Dice!,16.09
16948,94484,Stone Soup,6.95
16957,14746,Twilight's Last Gleaming 2,17.49
16959,13226,Maask,8
16965,163119,Pocket Dungeon Quest,25
16969,177411,Galaxy Command,25.82
16970,11974,"Kipp, Kipp, Ahoi!",10.45
16976,260329,Jurassic World: The Boardgame,32.36
16978,7256,Digit,12.79
16980,11473,Twilight's Last Gleaming,14.63
16981,25920,Do You Worship Cthulhu?,13.3
16988,230910,Mistigri,11.7
16990,126728,Dice's Zoo,8.8
16991,21343,Graverobbers,11
16994,290822,Peaky Blinders: Under New Management,40
16998,42980,Myth: Pantheons,20.54
16999,524,Desperados,9.25
17000,56406,Activity Club-Edition,50.44
17003,21294,NoNo,3.52
17004,104813,Number Dinosaur,10.23
17005,9263,The Forgotten War: Korea,60.74
17006,10258,Strike North,43.17
17013,247730,Poc!,7.04
17016,8903,Zama: Hannibal versus Scipio,16.14
17018,185331,Fruit Salad,14.86
17025,319792,Fly-A-Way,54.44
17031,1240,"Right Turn, Left Turn",6.15
17032,192717,Pickpockets,13.44
17037,39447,Silent But Deadly Night,15.26
17042,159507,Urban Panic,27.01
17045,5922,Birth of a Nation,21.55
17051,19796,Cranium: The Family Fun Game,19.45
17054,138201,They Who Were 8,25.82
17057,18885,Syllabus,22.79
17061,42644,Activity Junior,29.71
17062,2972,Fantasy Business,14.95
17067,73232,DMZ: The Next Korean War,33.71
17071,25567,Mozaika,21.63
17073,16273,Race For Tunis,16.14
17074,119639,Heap,15.26
17079,172064,Rally Up!,17.03
17086,2856,BrewMaster: The Craft Beer Game,13.95
17087,7248,Zenix,18.45
17092,124954,Color Addict,21.95
17094,5934,Wahoo!,18.84
17103,166972,Bubble Bath Bunny,21.6
17105,14236,Stretch Run,17.45
17108,206588,Grimslingers: Duels,11.73
17111,165651,Merry Yard,13.97
17113,40651,Too Many Monkeys,6.55
17114,11253,Okinawa: The Bloodiest Battle In The Pacific,14.79
17117,229537,Mind the Gap,15.24
17118,179574,Scuba,55.04
17122,38897,Illusio,15.45
17140,140100,Hero Brigade,17.49
17142,147915,Mobscenity,15
17146,193271,Stadt-Land-anders,8.2
17153,286829,Uxmal,43.22
17161,66551,Odin's Table,68.63
17164,8446,Campaigns in the Valley,13.44
17167,4450,The Road to Vicksburg: The Battle of Champion Hill,14.79
17177,202664,Lucha Jefe,8.04
17179,40629,Bakong,23.47
17185,9560,Indus,21.95
17188,173093,WarQuest,117.57
17192,12920,Tension: The Crazy Naming Game,20.49
17196,180389,Insektenhotel,23.09
17199,12429,Struggle for Stalingrad,16.14
17209,223763,Atari's Centipede,32.92
17211,3373,San Gimignano,27.95
17213,1354,Zaubercocktail,21.75
17214,38050,TPOC: The Politics of Cannibals,22.35
17227,5957,"Tito and his Partisan Army: Yugoslavia, 1941-45",16.14
17228,21435,Shoot The Moon,16.74
17229,1318,Blackrock Castle,16.5
17232,7851,Counting Zzzzs,12.35
17236,250718,Pick Your Poison: NSFW Edition,24.95
17246,218577,Bubble Jungle,22.79
17254,216907,The Dutch East Indies,34.99
17255,26157,Top oder Flop,10.11
17256,11760,Knuckling Knights,39.99
17259,18564,Children of Fire,24.45
17273,156557,Zombie Island,29.95
17279,140271,Maximum Throwdown,19.95
17280,156461,Animal Suspect,11.99
17281,22991,Mona Lisa Mysteries,15.95
17286,265583,Dino Dump,13.44
17289,280281,Sinister Six,33.25
17292,164600,Monkeys Need Love Too,14.05
17301,159536,Hungry as a Bear,24.99
17306,121813,StelCon: Infinity,38.98
17307,243101,Monopoly: Stranger Things,35.14
17308,225828,Hot Seat,21.95
17312,255171,Pirates: The Great Chase,18.99
17321,7040,Asia Crossroads: The Great Game,29.65
17327,23334,Doodle Dice,13.14
17339,3354,Tide of Fortune,47.22
17346,8366,Wellington Vs Massena,8.02
17347,146841,ConeZILLA,11.99
17350,281417,Hoarders,13.73
17353,166026,Munchkin Treasure Hunt,19.89
17357,272364,Bears in Barrels,22.24
17359,153710,Dodge Dice,10.99
17361,11394,Shopping List,10.92
17365,283521,Are You A Robot?,2
17368,138748,Flash!,21.71
17369,179537,Titus Tentacle,31.01
17371,3181,Farkle,25
17379,41532,Million Dollar Password,15.5
17381,67477,Sequence Num6ers,22.79
17383,8267,Bunker Hill,16.14
17385,269487,Clue: Rick and Morty Back In Blackout,45.83
17392,6806,Nautic Miles,22.3
17404,160545,Crazier Eights,17.5
17406,40938,Race for the Summit,4.99
17409,1560,Hero: A Game of Adventure in the Catacombs,26.95
17419,58192,Nelly,23.36
17423,157696,What the Fake?!,15.26
17430,257199,TOKYO WASHI GAME CATS,7.99
17433,7189,Pitch Six,3.95
17463,80942,Ranking,23.95
17471,18117,Schoko-Hexe,9.38
17475,2637,Rome At War I: Hannibal at Bay,43.17
17479,8620,Scattergories: Bible Edition,16.45
17481,25992,War of the Triple Alliance: Paraguay – 1865-1870,26.95
17484,259897,Ghostbusters: The Card Game,15.35
17487,4606,Sucking Vacuum,13.95
17489,7553,Babylon,23.09
17490,4680,"Baton Rouge: Street Fighting in the Louisiana Capital, August 5, 1862",7.31
17497,183508,Monopoly: Fallout Collector's Edition,36.59
17506,2385,Sold! The Antique Dealer Game,12
17513,12633,Mall World,10.56
17517,207814,Shadow Games,16.07
17519,21677,Scene It? Music,34.95
17522,182796,Bardagi: The Claim for Gold,55.04
17525,287580,Space Bowl,7.63
17533,42636,Gemischtes Doppel,19.35
17539,260233,Peppers of the Caribbean,11.15
17557,220624,Dino Party,14.97
17562,103806,Existenz: On the Ruins of Chaos,68.05
17563,30582,Good Question!,17.95
17565,2373,Vendetta,31.95
17572,3294,Dumm gelaufen!,16.63
17573,5057,Never Call Retreat,6.67
17575,3693,Empires at War,33.71
17578,166156,Hoshi Battle,15.14
17579,3564,Programmer's Nightmare,9.85
17580,223971,Hànzì,16.09
17582,6047,Port Arthur: The Russo-Japanese War,13.44
17587,9284,Treasure Falls,6.45
17591,25871,Central Pacific,14.95
17593,24998,Tiki Mountain!,23.45
17595,6936,Robotanks,8
17600,20138,Rotundo,7
17602,9094,"MacArthur: The Road to Bataan, Dec 1941 - Jan 1942",6.67
17604,175497,Dinosaur Escape,21.62
17607,18902,Sputnik,23.45
17609,154602,Night of the Grand Octopus,31.99
17612,25677,Formidable Foes,30.52
17613,21276,Grand Tribunal,16.45
17615,240423,Marvel Contest of Champions: Battlerealm,57.34
17616,124224,Making Profit: The Boardgame,17.6
17620,347,Fishy,59.95
17625,6701,Battlecards: World Conflict – Pacific Theatre: Starter Set,24.25
17633,242076,Mythic Arcana,28.99
17639,8753,Grand Army of the Republic,22.9
17640,254341,I Would Fight The Dragon...,10.23
17644,17313,Auf Zack!!,23.42
17646,157675,Wash Dash,20.94
17650,275391,Skulk,13.23
17651,5308,Sahara,21.95
17660,27950,Paukenschlag,31.01
17664,291236,Arschlochkind,31.63
17668,190162,Putin Strikes: The Coming War for Eastern Europe,48.3
17670,209220,Lady Richmond: Ein erzocktes Erbe,27
17682,270958,Sovereign's Chain,12.97
17693,10392,Campaigns of Napoleon,56.69
17699,307830,Circus,23.42
17712,233673,Exploration,60.74
17717,143839,Chantilly: Jackson's Missed Opportunity,16.14
17720,296517,Contact: Signals from Outer Space,5.86
17730,182199,Superfight: The Walking Dead Deck,12.95
17739,11970,Dracula's Revenge,17.45
17743,42360,Space Pirates,29.95
17744,824,Hijara,6.25
17746,234465,Potato Pirates,31.01
17747,208316,3UP 3DOWN,12.99
17759,211168,I Can't Even With These Monsters,15.26
17765,1433,Der grosse Gallier,18
17770,169713,Monopoly: The Big Bang Theory,37.83
17771,1109,Last Minute,12.79
17775,165711,Pizzeria Italia,10.91
17776,232250,Pictopia: Harry Potter Edition,14.63
17781,36560,Click Clack,37.65
17782,8324,The China War: Sino-Soviet Conflict in the 1980s,8.02
17783,235251,Forest,11.99
17790,102750,Math Dice Jr.,10.23
17792,8456,Fight on the Beaches,13.44
17796,15880,The Hollywood! Card Game,4.95
17797,246754,Zoinx!,8.15
17799,204681,Sovereign Of The Seas,73.19
17803,77148,Globalization,19.95
17804,266078,Hochspannung,8.15
17809,36234,Michelangelo,19.45
17810,293586,Dungeon Party,46.47
17819,107680,Broomsticks and Backflips,22.01
17824,6573,Husch Husch kleine Hexe,29.29
17825,21613,Diabolo,5
17830,66047,Fast Lane,9.39
17835,24325,Toppling the Reich: The Battles for the Westwall,55.11
17837,7862,"Birds, Bugs and Beans",4.87
17838,2697,Spice Navigator,51.53
17839,776,Remmi Demmi,14.5
17840,286141,City Blox,14.08
17842,166929,Monster Laundry,20
17846,151396,Bigfoot,12.99
17852,1522,Get Out,3.45
17858,240842,Curio: The Lost Temple,23.36
17859,131282,Professor Pugnacious,17.49
17865,201048,Monkey Butt,12.13
17880,13464,Alfapet,34.27
17884,11703,War of the States: Chickamauga & Chattanooga,34.94
17889,125326,Sedition Wars: Battle for Alabaster,83.35
17894,2940,A Dog's Life,34.71
17899,268582,Smash City,34.04
17900,5926,Glory Road: The First Battle of Bull Run,9.39
17905,67066,Zingo! 1-2-3,29.71
17913,228740,Kitten Klash,7.02
17924,29694,Die kleine Hexe,19.12
17925,244951,Round the World,8.78
17930,311918,Lost Explorers,19.99
17932,234316,Super Kitty Bug Slap,5.47
17933,206083,Ragers: Champions of the Arena,11.99
17934,59310,Mucks Mäuschen Still,16.31
17935,139780,Merlin Zinzin,21.95
17937,254546,Lost Galaxy: The Intergalactic Card Game,9.39
17938,123506,Wonderland,8.76
17943,113518,Eternas,18.77
17946,1215,Monkey Memory,6.75
17948,231837,Action Cats!,20
17949,6153,Crisis: 2000,12.09
17954,7421,Rhumb Line,13.25
17956,7963,Clash of Steel,8.02
17966,11414,Politics as Usual,16.29
17967,103714,The Lord of the Rings: Nazgul,75.13
17969,247473,Drawing Without Dignity: An Adult Party Game of Uncensored Sketches,23.9
17973,118567,Gladiatori,42.26
17976,204600,The Crow: Fire It Up!,46.11
17978,210901,Eyes on the Prize,38.91
17985,143459,The Hobbit: An Unexpected Journey – Journey to the Lonely Mountain Strategy Game,67.56
17990,237153,Fruit Ninja: Combo Party,19.84
17995,8950,Bid It,3.5
18002,159227,Teddy's Colors & Shapes,24.99
18007,6187,Avalon,30.73
18015,212310,Pick Your Poison,15.99
18016,23373,HeroCard Galaxy,9
18019,1908,G.O.O.T.M.U.,12.25
18029,237585,Cock Block,18.29
18030,8624,Outburst Bible Edition,16.45
18033,10805,A Dark and Bloody Ground,32.28
18034,94346,Galapa Go,29.26
18035,146597,Discount Salmon,19.99
18042,175848,Unpub: The Unpublished Card Game,8.78
18051,167892,Gang Up!,12.85
18057,86270,Discover India,39.99
18063,234062,Highlander: The Duel,19.99
18068,8332,Red Beach One: Tarawa,25.6
18083,171540,Mount Pingo,17.03
18086,30098,Caterpillar Dice,9
18088,27674,Nacho Loco,9.96
18089,32164,Borneo,17.95
18093,27073,Pipolo,11.7
18095,172410,Flea Market,19.34
18103,30741,"Surf's Up, Dude!",30.45
18108,172480,Roar! Catch the Monster,32.28
18110,1935,Puls,3.97
18113,341427,Télos,10.38
18115,5012,Snit Smashing,13.95
18118,20832,Halli Galli Junior,23.36
18124,34374,Hang Four,6.95
18130,9201,Spy,4.99
18133,52276,Captain Pirate,10.56
18138,7667,History's Mysteries Card Game,8.4
18139,69703,Phase,39.99
18140,135077,Clockwork Kingdom,66.91
18152,1407,Alcatraz,32.41
18158,4402,Bayon,6.67
18164,22035,Travel Sequence,11.28
18167,38981,Bobby Sitter,14.62
18168,203019,Million Dollars But... The Game: Expansion Pack 1,10.4
18171,5349,Kesselschlacht: Ukraine Spring 1944,21.13
18180,137017,Ovo,35.1
18195,210044,Monopoly: Rick and Morty,42.38
18197,160406,Khrysos Hunters,14.5
18198,285540,Wurf & Weg,20.52
18199,218574,Quizoo,8.95
18200,180939,Chimère,27.4
18206,24795,Cleopatra's Caboose,29.95
18211,18199,What's GNU?,10.45
18221,81263,My First Triominos,17.59
18228,61475,Trivial Pursuit: The Beatles Collector's Edition,24.5
18235,174,T-Rex,22.95
18238,271040,Tricky Druids,20.97
18249,256250,The Waylanders,39.97
18250,84173,Van Helsing,39.2
18251,10962,Smugglers of the Galaxy,27.95
18253,191478,Ice Cult,33.16
18254,13576,Math Dice,7.99
18258,28717,Monster Mayhem,64.56
18262,19114,Captain Treasure Boots,2.45
18265,24387,Dilbert: The Board Game,19.95
18267,10811,"Piraten, Planken & Peseten",23
18277,126443,The Lord of the Rings: The Battle for Middle-Earth,17.49
18289,7259,Management Material: Information Technology Edition,11.95
18300,14935,Slow Freight,5.95
18305,40376,Crazy Chefs,10.92
18306,15828,"Schnapp, Land, Fluss!",6.98
18309,139401,Realm of Heroes,41.08
18311,5998,The Italian Campaign: Sicily,20.2
18322,212348,Mined Out!,20.25
18324,22724,Zombie Rally,4.19
18331,6219,Ice Lake,10
18334,575,Das Kollier,8
18335,76065,Pictionary Card Game,9.39
18338,23374,HeroCard Champion of New Olympia,9
18341,282347,Wormlord,12.96
18343,39549,Destination Hogwarts,44.57
18345,8335,Say What!?!,7.45
18348,133633,RARRR!!,19.95
18349,15738,MidEvil,15.75
18357,191110,Sugi,23.36
18358,40654,This Big!,6.95
18369,3290,Maskenball Venezia,8.5
18371,12296,Senator,11.4
18375,314026,Break In: Alcatraz,24.99
18377,209506,Terra Formars,20.52
18382,633,Elixir,17.01
18384,217275,Kakerlaken-Duell,16.14
18386,69785,Good Help,25.82
18388,163263,Sea Kings,48.57
18395,187787,Nerdy Inventions,17.03
18400,19307,Barricade,24.31
18409,248695,Samurai Jack: Back to the Past,31.47
18410,36381,Taxi,32.92
18414,5890,1863,53.99
18430,140988,ElfQuest Adventure Game,29.71
18431,13333,Dead Hand Chaos Poker,6.45
18432,8452,Unconditional Surrender,6.67
18433,153624,Oink!,7.83
18437,6718,Anathema,5.86
18439,13367,Charades for Kids,6.46
18452,21729,Snake Lake,32
18455,296291,Escape from the Starline Express,19.97
18462,217340,Raffzahn,11.72
18464,23292,Gold Thief,3.99
18467,219511,Worm Party,34.03
18478,2718,War! Age of Imperialism,38.95
18479,188493,Sequence Cats,22.79
18491,191043,The Cohort,13.97
18493,25526,Monopoly: Batman,29.95
18499,128001,Rally Fally,29.26
18500,263426,Officinalis,14.02
18505,150925,Hold Your Breath!,12.09
18509,198513,Cosmic Pioneers,29.34
18511,42969,Hagoth: Builder of Ships,23.47
18517,38665,Don't Say It,14.7
18527,13716,Hasami Shogi,10.97
18528,6004,The Indian Mutiny,20.2
18531,9710,Take Off,8.5
18535,251328,Joust,31.63
18536,19876,Palatinus,16
18542,1977,Tor,9.38
18543,930,Böse Buben,8
18547,8249,China Incident,9.39
18550,8514,Forgotten Axis: The Romanian Campaign,33.71
18552,151847,That's What She Said Game,24.99
18564,202994,Amasser Dragons,34.04
18565,11511,Savage Station,22.9
18567,8966,Raid on Richmond,21.55
18569,183364,Mad Libs: The Game,25
18570,76546,Expedition: Congo River 1884,23.36
18571,2589,Winhard,6.67
18572,220440,1500: The New World,47.99
18575,240511,Rick and Morty: Tráfico de Megasemillas,13.58
18576,12829,Ice Cream,13.95
18585,40115,Scattergories: The Card Game,12.5
18591,282341,House Flippers,29.93
18601,15009,Humm Bug,19.31
18606,104617,Little Dead Riding Hood,42.56
